,0,1,2,3,4,5,6,label,sub_label,file_path
18,6352725.836934524,3014662.8647222216,8795181.729791665,115483568.70805556,4100731.250833333,2057250.6208333333,2123447.290416667,PCR_Positive,Positive Ion count text files,Hippocampus/Files60Ion/PCR_Positive/Positive Ion count text files/Pos 11.txt
19,1764022.669345238,12396326.719555555,7423702.042583332,128986752.47333333,1792055.8311111112,1954662.574722222,6813772.25375,PCR_Positive,Positive Ion count text files,Hippocampus/Files60Ion/PCR_Positive/Positive Ion count text files/Pos 1.txt
20,4397952.711592262,4687543.987999999,6486850.934583332,86702576.63250001,41731291.402499996,2109966.198055555,1396596.27,PCR_Positive,Positive Ion count text files,Hippocampus/Files60Ion/PCR_Positive/Positive Ion count text files/Pos 20.txt
21,671809.8766964284,5186073.391305555,11930600.379291665,243459018.99368054,1846839.7816666667,2183127.4618055555,11508762.994305553,PCR_Positive,Positive Ion count text files,Hippocampus/Files60Ion/PCR_Positive/Positive Ion count text files/Pos 23.txt
22,11084113.404419642,21944752.695972223,45904716.167791665,165474963.14090282,23350153.75583333,15569879.471388888,13790682.814722221,PCR_Positive,Positive Ion count text files,Hippocampus/Files60Ion/PCR_Positive/Positive Ion count text files/Pos 16.txt
23,3585193.569866071,4172259.7516666665,22902477.63,105214790.47708333,3920308.0336111104,1269503.1406944445,2056313.7887499998,PCR_Positive,Positive Ion count text files,Hippocampus/Files60Ion/PCR_Positive/Positive Ion count text files/Pos 9.txt
24,994667.7944345238,3246717.3197222217,39140624.27204166,670876172.0229166,2178650.4927777774,3097754.660555555,20891101.03222222,PCR_Positive,Positive Ion count text files,Hippocampus/Files60Ion/PCR_Positive/Positive Ion count text files/Pos 18.txt
25,749334.7019196429,6797262.4690000005,8674898.7125,151694114.55333334,1896989.0463888887,1711378.90125,2858718.173333333,PCR_Positive,Positive Ion count text files,Hippocampus/Files60Ion/PCR_Positive/Positive Ion count text files/Pos 2.txt
26,4864463.189806547,10504907.58397222,11444807.134208333,239260135.65666664,2466973.6538888887,1728302.384722222,5153960.786388888,PCR_Positive,Positive Ion count text files,Hippocampus/Files60Ion/PCR_Positive/Positive Ion count text files/Pos 25.txt
27,1801034.0039285712,5933539.314,1490153.7267916666,6173447.3275,21333055.778888885,332940.7095833333,117172.45499999999,PCR_Positive,Positive Ion count text files,Hippocampus/Files60Ion/PCR_Positive/Positive Ion count text files/Pos 29.txt
28,10572057.402276786,4818675.870166668,18220235.753374998,296960624.73618054,5684587.558333334,3224982.161388889,8982387.565,PCR_Positive,Positive Ion count text files,Hippocampus/Files60Ion/PCR_Positive/Positive Ion count text files/Pos 22.txt
29,9250253.185803572,32768452.386861112,6044535.646333333,112983350.37743054,7540364.348333333,5326420.857777778,5991863.278333332,PCR_Positive,Positive Ion count text files,Hippocampus/Files60Ion/PCR_Positive/Positive Ion count text files/Pos 4.txt
30,1558869.4326488094,802902.79,947559.0476249998,539909.4018055556,88943.36277777777,83157.35472222223,110193.24180555555,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 7.txt
31,1078655.1170386905,1608486.2638333335,730035.1946666666,766360.1543749999,58233.51611111111,40305.00194444444,23752.020833333332,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 20.txt
32,9590278.408392856,3912357.6870555547,1910774.698125,5712739.111111112,381442.89222222223,280138.00638888887,269446.6170833333,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 10.txt
33,2347210.757916666,3076083.854,998537.62525,21072339.008680556,139118.3563888889,243896.20749999996,398905.7604166666,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 15.txt
34,2188618.8831398804,2253400.284333333,1117511.7330416664,11615255.459444445,359786.9613888889,228664.8769444444,214531.4386111111,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 17.txt
35,1512676.1192559525,12404154.466194443,2279216.7899999996,22798234.168125004,403291.9269444444,435651.2365277778,288291.20402777777,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 5.txt
36,8581229.149375001,4629948.313777777,3592520.478916667,38684701.82784722,738373.3788888889,573910.0525000001,1104743.0845833335,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 18.txt
37,524447.883392857,801219.2891666667,750752.3262083334,471439.8521527777,60539.48805555555,53640.64166666667,54864.46125,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 22.txt
38,5789021.169330357,2216325.035305556,1483844.846875,3736161.2133333334,277960.37138888886,202346.7990277778,201059.48402777774,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 30.txt
39,2474084.343065476,2595949.977166667,1020287.0542083334,550303.270625,83114.175,90940.09416666668,85942.51458333334,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 4.txt
40,18215945.601369046,3434927.5218333337,1047720.3025833335,790223.628611111,52512.91527777777,38065.78,36732.201944444445,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 3.txt
41,159890.87779761903,453339.79641666665,7794134.991,225755976.6298611,1110421.0055555555,831384.9280555557,9121424.123611113,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 24.txt
42,4982812.8520982135,2037132.278666667,1794325.5872916668,27738066.86902778,472090.28055555554,381826.4327777777,767758.7986111111,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 14.txt
43,3312065.2184672616,10624400.512472223,2755349.8015,9542646.594444444,935044.8561111111,937903.9051388889,737500.846111111,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 28.txt
44,4669323.937038691,2822991.0629999996,718581.5927916666,256954.39791666667,28525.05111111111,28537.38111111111,20702.830416666664,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 8.txt
45,9076136.988809522,2121087.1125,1397570.5784583334,16254814.210069444,210991.58916666667,190049.14805555556,154924.28749999998,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 2.txt
46,5736935.902440477,15416438.095166666,1781175.6475416669,9970136.269652776,304653.63444444444,573665.2749999999,257348.52944444443,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 19.txt
47,20344828.09688988,20429145.48116667,26340243.518291667,103506633.54583332,8589929.013888888,6437387.048611111,9419206.252777778,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 25.txt
48,673072.0441517856,702489.6063333333,639059.671625,297808.9479861111,22561.348611111112,17750.38083333333,18023.668749999997,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 16.txt
49,442014.20151785715,2259279.1475000004,762900.9396666666,670580.6685416666,116492.65638888888,92744.88444444445,85216.56402777777,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 11.txt
50,362936.63105654763,159449.61875000002,817983.0755833333,308806.3048611111,37785.98722222222,39621.916944444434,46684.29583333332,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 23.txt
51,5050718.922723213,3928660.37725,1662883.50325,20221196.93986111,597883.5302777778,289542.3186111111,351605.8741666666,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 6.txt
52,1845886.1645982142,1458385.2718333334,763103.9450416666,366142.0877777778,40299.676666666666,28967.498333333333,25461.238333333335,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 13.txt
53,5536858.600580356,585464.8111388888,912210.0385416666,553470.4109027778,58272.76055555555,57099.11347222221,62801.59847222221,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 21.txt
54,3975166.7887797616,23458395.275194444,4368750.141791666,11874407.032916665,1429133.2233333332,1408120.0005555556,1059039.6549999998,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 27.txt
55,5378517.8049255945,4324914.634444444,2541697.940625,2559522.422222222,437193.65944444446,362696.05888888886,385289.1358333333,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 26.txt
56,6981173.610372024,1104210.566,1327742.0587499999,22719992.475625,327100.51083333336,170541.04694444445,199242.98208333337,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 1.txt
57,557295.1915476191,4045446.575138889,630931.523875,793424.2291666666,103623.4225,88345.86513888888,70848.76847222222,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 12.txt
58,5219483.562366072,1314531.561,1097378.3484583332,4446438.420972222,329660.97250000003,206213.99166666667,167513.37236111108,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 9.txt
59,6466488.603005952,9298196.462361112,8820209.916083332,53418070.63555555,1792743.51,1557519.8202777777,1764364.5945833335,PCR_Negative,Negative Ion count text files,Hippocampus/Files60Ion/PCR_Negative/Negative Ion count text files/Neg 29.txt
